 	count
01111101000101	119
01111101000110	72
01111101000111	192
01111101001000	151
01111101001001	198
01111101001010	76
01111101001011	138
01111101001100	96
01111101001101	167
01111101001110	80
01111101001111	110
01111101010000	43
01111101010001	148
01111101010010	52
01111101010011	125
01111101010100	60
01111101010101	136
01111101010110	35
01111101010111	111
01111101011000	65
01111101011001	215
01111101011010	62
01111101011011	204
01111101011100	82
01111101011101	201
01111101011110	68
01111101011111	141
01111101100000	96
01111101100001	196
01111101100010	86
01111101100011	151
01111101100100	114
01111101100101	222
01111101100110	73
01111101100111	160
01111101101000	122
01111101101001	244
01111101101010	110
01111101101011	204
01111101101100	106
01111101101101	213
01111101101110	81
01111101101111	168
01111101110000	75
01111101110001	180
01111101110010	51
01111101110011	165
01111101110100	85
01111101110101	213
01111101110110	70
01111101110111	186
01111101111000	92
01111101111001	155
01111101111010	75
01111101111011	184
01111101111100	94
01111101111101	174
01111101111110	87
01111101111111	219
01111110000000	195
01111110000001	358
01111110000010	141
01111110000011	215
01111110000100	251
01111110000101	229
01111110000110	161
01111110000111	202
01111110001000	253
01111110001001	273
01111110001010	174
01111110001011	238
01111110001100	289
01111110001101	265
01111110001110	170
01111110001111	225
01111110010000	96
01111110010001	254
01111110010010	84
01111110010011	144
01111110010100	114
01111110010101	243
01111110010110	78
01111110010111	246
01111110011000	175
01111110011001	305
01111110011010	149
01111110011011	262
01111110011100	169
01111110011101	196
01111110011110	97
01111110011111	187
01111110100000	262
01111110100001	425
01111110100010	182
01111110100011	311
01111110100100	271
01111110100101	514
01111110100110	242
01111110100111	205
01111110101000	344
01111110101001	512
01111110101010	174
01111110101011	285
01111110101100	326
01111110101101	362
01111110101110	215
01111110101111	221
01111110110000	157
01111110110001	316
01111110110010	74
01111110110011	260
01111110110100	172
01111110110101	318
01111110110110	106
01111110110111	224
01111110111000	235
01111110111001	349
01111110111010	126
01111110111011	256
01111110111100	236
01111110111101	306
01111110111110	131
01111110111111	244
01111111000000	109
01111111000001	243
01111111000010	88
01111111000011	200
01111111000100	129
01111111000101	223
01111111000110	116
01111111000111	206
01111111001000	172
01111111001001	199
01111111001010	158
01111111001011	247
01111111001100	143
01111111001101	199
01111111001110	88
01111111001111	147
01111111010000	69
01111111010001	140
01111111010010	51
01111111010011	210
01111111010100	67
01111111010101	142
01111111010110	63
01111111010111	170
01111111011000	104
01111111011001	206
01111111011010	87
01111111011011	199
01111111011100	95
01111111011101	187
01111111011110	93
01111111011111	118
01111111100000	192
01111111100001	294
01111111100010	119
01111111100011	234
01111111100100	153
01111111100101	351
01111111100110	152
01111111100111	221
01111111101000	211
01111111101001	268
01111111101010	155
01111111101011	227
01111111101100	187
01111111101101	214
01111111101110	114
01111111101111	203
01111111110000	81
01111111110001	155
01111111110010	54
01111111110011	181
01111111110100	89
01111111110101	209
01111111110110	64
01111111110111	175
01111111111000	125
01111111111001	280
01111111111010	139
01111111111011	244
01111111111100	110
01111111111101	180
01111111111110	136
01111111111111	215
10000000000000	155
10000000000001	327
10000000000010	137
10000000000011	207
10000000000100	219
10000000000101	299
10000000000110	135
10000000000111	164
10000000001000	179
10000000001001	228
10000000001010	194
10000000001011	168
10000000001100	245
10000000001101	264
10000000001110	111
10000000001111	190
10000000010000	131
10000000010001	147
10000000010010	42
10000000010011	153
10000000010100	88
10000000010101	139
10000000010110	68
10000000010111	179
10000000011000	118
10000000011001	221
10000000011010	133
10000000011011	169
10000000011100	141
10000000011101	204
10000000011110	75
10000000011111	117
10000000100000	184
10000000100001	304
10000000100010	112
10000000100011	225
10000000100100	223
10000000100101	285
10000000100110	151
10000000100111	223
10000000101000	223
10000000101001	364
10000000101010	128
10000000101011	180
10000000101100	256
10000000101101	234
10000000101110	161
10000000101111	152
10000000110000	113
10000000110001	211
10000000110010	56
10000000110011	202
10000000110100	129
10000000110101	257
10000000110110	65
10000000110111	197
10000000111000	241
10000000111001	253
10000000111010	132
10000000111011	164
10000000111100	181
10000000111101	247
10000000111110	116
10000000111111	153
10000001000000	102
10000001000001	210
10000001000010	51
10000001000011	170
10000001000100	106
10000001000101	173
10000001000110	123
10000001000111	176
10000001001000	103
10000001001001	263
10000001001010	65
10000001001011	119
10000001001100	99
10000001001101	150
10000001001110	57
10000001001111	107
10000001010000	54
10000001010001	207
10000001010010	24
10000001010011	139
10000001010100	40
10000001010101	169
10000001010110	45
10000001010111	156
10000001011000	50
10000001011001	190
10000001011010	50
10000001011011	145
10000001011100	82
10000001011101	128
10000001011110	58
10000001011111	130
10000001100000	94
10000001100001	202
10000001100010	58
10000001100011	185
10000001100100	136
10000001100101	230
10000001100110	54
10000001100111	131
10000001101000	130
10000001101001	251
10000001101010	88
10000001101011	179
10000001101100	112
10000001101101	276
10000001101110	75
10000001101111	165
10000001110000	57
10000001110001	176
10000001110010	38
10000001110011	115
10000001110100	54
10000001110101	174
10000001110110	47
10000001110111	134
10000001111000	112
10000001111001	204
10000001111010	70
10000001111011	121
10000001111100	85
10000001111101	165
10000001111110	64
10000001111111	146
10000010000000	87
10000010000001	199
10000010000010	69
10000010000011	113
10000010000100	109
10000010000101	155
10000010000110	62
10000010000111	152
10000010001000	140
10000010001001	265
10000010001010	93
10000010001011	104
10000010001100	136
10000010001101	216
10000010001110	109
10000010001111	160
10000010010000	58
10000010010001	164
10000010010010	34
10000010010011	72
10000010010100	78
10000010010101	167
10000010010110	48
10000010010111	80
10000010011000	74
10000010011001	186
10000010011010	85
10000010011011	133
10000010011100	85
10000010011101	151
10000010011110	51
10000010011111	120
10000010100000	152
10000010100001	273
10000010100010	72
10000010100011	143
10000010100100	139
10000010100101	229
10000010100110	90
10000010100111	117
10000010101000	159
10000010101001	265
10000010101010	126
10000010101011	133
10000010101100	144
10000010101101	261
10000010101110	109
10000010101111	148
10000010110000	67
10000010110001	185
10000010110010	55
10000010110011	88
10000010110100	69
10000010110101	151
10000010110110	63
10000010110111	86
10000010111000	110
10000010111001	243
10000010111010	79
10000010111011	137
10000010111100	91
10000010111101	154
10000010111110	56
10000010111111	101
10000011000000	54
10000011000001	138
10000011000010	63
10000011000011	83
10000011000100	86
10000011000101	155
10000011000110	38
10000011000111	151
10000011001000	69
10000011001001	117
10000011001010	61
10000011001011	84
10000011001100	67
10000011001101	116
10000011001110	42
10000011001111	90
10000011010000	38
10000011010001	98
10000011010010	24
10000011010011	40
10000011010100	50
10000011010101	94
10000011010110	38
10000011010111	118
10000011011000	39
10000011011001	96
10000011011010	41
10000011011011	124
10000011011100	33
10000011011101	100
10000011011110	46
10000011011111	87
10000011100000	73
10000011100001	166
10000011100010	73
10000011100011	106
10000011100100	93
10000011100101	150
10000011100110	67
10000011100111	115
10000011101000	83
10000011101001	179
10000011101010	64
10000011101011	130
10000011101100	68
10000011101101	167
10000011101110	54
10000011101111	117
10000011110000	17
10000011110001	92
10000011110010	19
10000011110011	66
10000011110100	41
10000011110101	118
10000011110110	43
10000011110111	101
10000011111000	61
10000011111001	103
10000011111010	44
10000011111011	122
10000011111100	46
10000011111101	116
10000011111110	41
10000011111111	102
10000100000000	164
10000100000001	230
10000100000010	118
10000100000011	149
10000100000100	167
10000100000101	196
10000100000110	115
10000100000111	119
10000100001000	150
10000100001001	206
10000100001010	80
10000100001011	124
10000100001100	161
10000100001101	182
10000100001110	91
10000100001111	120
10000100010000	89
10000100010001	155
10000100010010	61
10000100010011	117
10000100010100	72
10000100010101	192
10000100010110	44
10000100010111	108
10000100011000	105
10000100011001	164
10000100011010	91
10000100011011	129
10000100011100	92
10000100011101	176
10000100011110	90
10000100011111	107
10000100100000	167
10000100100001	191
10000100100010	118
10000100100011	167
10000100100100	152
10000100100101	214
10000100100110	116
10000100100111	186
10000100101000	229
10000100101001	251
10000100101010	122
10000100101011	130
10000100101100	186
10000100101101	236
10000100101110	116
10000100101111	118
10000100110000	76
10000100110001	148
10000100110010	53
10000100110011	100
10000100110100	96
10000100110101	222
10000100110110	58
10000100110111	108
10000100111000	112
10000100111001	189
10000100111010	79
10000100111011	151
10000100111100	144
10000100111101	209
10000100111110	85
10000100111111	136
10000101000000	63
10000101000001	122
10000101000010	52
10000101000011	138
10000101000100	82
10000101000101	119
10000101000110	58
10000101000111	114
10000101001000	94
10000101001001	132
10000101001010	33
10000101001011	82
10000101001100	41
10000101001101	147
10000101001110	58
10000101001111	55
10000101010000	42
10000101010001	174
10000101010010	33
10000101010011	118
10000101010100	54
10000101010101	113
10000101010110	29
10000101010111	107
10000101011000	60
10000101011001	155
10000101011010	46
10000101011011	84
10000101011100	40
10000101011101	120
10000101011110	28
10000101011111	147
10000101100000	61
10000101100001	131
10000101100010	68
10000101100011	133
10000101100100	103
10000101100101	194
10000101100110	72
10000101100111	136
10000101101000	64
10000101101001	187
10000101101010	42
10000101101011	110
10000101101100	88
10000101101101	207
10000101101110	62
10000101101111	108
10000101110000	59
10000101110001	138
10000101110010	31
10000101110011	79
10000101110100	38
10000101110101	125
10000101110110	45
10000101110111	72
10000101111000	32
10000101111001	154
10000101111010	36
10000101111011	126
10000101111100	71
10000101111101	122
10000101111110	54
10000101111111	81
10000110000000	112
10000110000001	220
10000110000010	83
10000110000011	174
10000110000100	105
10000110000101	201
10000110000110	127
10000110000111	149
10000110001000	165
10000110001001	182
10000110001010	113
10000110001011	143
10000110001100	189
10000110001101	285
10000110001110	104
10000110001111	125
10000110010000	62
10000110010001	138
10000110010010	50
10000110010011	165
10000110010100	84
10000110010101	248
10000110010110	54
10000110010111	140
10000110011000	129
10000110011001	154
10000110011010	82
10000110011011	166
10000110011100	129
10000110011101	148
10000110011110	61
10000110011111	90
10000110100000	222
10000110100001	251
10000110100010	90
10000110100011	150
10000110100100	161
10000110100101	199
10000110100110	84
10000110100111	165
10000110101000	194
10000110101001	292
10000110101010	109
10000110101011	173
10000110101100	223
10000110101101	279
10000110101110	109
10000110101111	178
10000110110000	92
10000110110001	189
10000110110010	41
10000110110011	130
10000110110100	98
10000110110101	216
10000110110110	54
10000110110111	154
10000110111000	135
10000110111001	173
10000110111010	83
10000110111011	176
10000110111100	156
10000110111101	216
10000110111110	74
10000110111111	128
10000111000000	74
10000111000001	136
10000111000010	44
10000111000011	113
10000111000100	74
10000111000101	127
10000111000110	66
10000111000111	124
10000111001000	98
10000111001001	104
10000111001010	72
10000111001011	109
10000111001100	87
10000111001101	114
10000111001110	72
10000111001111	107
10000111010000	35
10000111010001	86
10000111010010	39
10000111010011	92
10000111010100	40
10000111010101	83
10000111010110	25
10000111010111	90
10000111011000	34
10000111011001	93
10000111011010	35
10000111011011	104
10000111011100	71
10000111011101	102
10000111011110	54
10000111011111	124
10000111100000	87
10000111100001	169
10000111100010	72
10000111100011	131
10000111100100	82
10000111100101	184
10000111100110	61
10000111100111	112
10000111101000	98
10000111101001	173
10000111101010	125
10000111101011	134
10000111101100	82
10000111101101	110
10000111101110	82
10000111101111	113
10000111110000	28
10000111110001	163
10000111110010	29
10000111110011	80
10000111110100	70
10000111110101	157
10000111110110	26
10000111110111	69
10000111111000	68
10000111111001	143
10000111111010	56
10000111111011	126
10000111111100	63
10000111111101	172
10000111111110	60
10000111111111	101
10001000000000	197
10001000000001	394
10001000000010	164
10001000000011	234
10001000000100	212
10001000000101	388
10001000000110	208
10001000000111	274
10001000001000	320
10001000001001	322
10001000001010	171
10001000001011	249
10001000001100	260
10001000001101	316
10001000001110	203
10001000001111	184
10001000010000	134
10001000010001	298
10001000010010	81
10001000010011	237
10001000010100	109
10001000010101	282
10001000010110	136
10001000010111	209
10001000011000	224
10001000011001	354
10001000011010	184
10001000011011	248
10001000011100	174
10001000011101	327
10001000011110	137
10001000011111	153
10001000100000	265
10001000100001	453
10001000100010	187
10001000100011	260
10001000100100	250
10001000100101	432
10001000100110	203
10001000100111	249
10001000101000	318
10001000101001	476
10001000101010	312
10001000101011	250
10001000101100	306
10001000101101	377
10001000101110	214
10001000101111	262
10001000110000	136
10001000110001	313
10001000110010	78
10001000110011	213
10001000110100	174
10001000110101	263
10001000110110	107
10001000110111	241
10001000111000	227
10001000111001	402
10001000111010	161
10001000111011	248
10001000111100	230
10001000111101	405
10001000111110	141
10001000111111	185
10001001000000	136
10001001000001	231
10001001000010	96
10001001000011	211
10001001000100	139
10001001000101	309
10001001000110	120
10001001000111	178
10001001001000	112
10001001001001	268
10001001001010	128
10001001001011	170
10001001001100	139
10001001001101	200
10001001001110	106
10001001001111	173
10001001010000	84
10001001010001	178
10001001010010	65
10001001010011	186
10001001010100	71
10001001010101	184
10001001010110	65
10001001010111	175
10001001011000	96
10001001011001	218
10001001011010	99
10001001011011	161
10001001011100	75
10001001011101	207
10001001011110	81
10001001011111	218
10001001100000	122
10001001100001	347
10001001100010	95
10001001100011	194
10001001100100	151
10001001100101	273
10001001100110	107
10001001100111	240
10001001101000	176
10001001101001	306
10001001101010	114
10001001101011	180
10001001101100	170
10001001101101	262
10001001101110	121
10001001101111	200
10001001110000	90
10001001110001	227
10001001110010	62
10001001110011	185
10001001110100	94
10001001110101	209
10001001110110	80
10001001110111	160
10001001111000	83
10001001111001	263
10001001111010	99
10001001111011	227
10001001111100	145
10001001111101	240
10001001111110	72
10001001111111	170
10001010000000	225
10001010000001	224
10001010000010	157
10001010000011	219
10001010000100	232
10001010000101	305
10001010000110	152
10001010000111	246
10001010001000	256
10001010001001	308
10001010001010	191
10001010001011	220
10001010001100	177
10001010001101	275
10001010001110	160
10001010001111	205
10001010010000	101
10001010010001	221
10001010010010	83
10001010010011	177
10001010010100	97
10001010010101	300
10001010010110	78
10001010010111	132
10001010011000	208
10001010011001	289
10001010011010	99
10001010011011	209
10001010011100	157
10001010011101	289
10001010011110	145
10001010011111	163
10001010100000	231
10001010100001	333
10001010100010	148
10001010100011	209
10001010100100	228
10001010100101	311
10001010100110	129
10001010100111	192
10001010101000	320
10001010101001	391
10001010101010	144
10001010101011	226
10001010101100	241
10001010101101	376
10001010101110	159
10001010101111	203
10001010110000	152
10001010110001	295
10001010110010	80
10001010110011	149
10001010110100	163
10001010110101	358
10001010110110	79
10001010110111	152
10001010111000	195
10001010111001	318
10001010111010	101
10001010111011	214
10001010111100	163
10001010111101	275
10001010111110	101
10001010111111	177
10001011000000	82
10001011000001	199
10001011000010	50
10001011000011	143
10001011000100	97
10001011000101	156
10001011000110	109
10001011000111	228
10001011001000	133
10001011001001	215
10001011001010	93
10001011001011	184
10001011001100	109
10001011001101	152
10001011001110	102
10001011001111	137
10001011010000	45
10001011010001	133
10001011010010	49
10001011010011	123
10001011010100	44
10001011010101	179
10001011010110	42
10001011010111	162
10001011011000	94
10001011011001	173
10001011011010	80
10001011011011	185
10001011011100	80
10001011011101	149
10001011011110	52
10001011011111	115
10001011100000	123
10001011100001	212
10001011100010	97
10001011100011	148
10001011100100	119
10001011100101	273
10001011100110	121
10001011100111	192
10001011101000	133
10001011101001	258
10001011101010	74
10001011101011	175
10001011101100	173
10001011101101	210
10001011101110	115
10001011101111	219
10001011110000	50
10001011110001	149
10001011110010	48
10001011110011	96
10001011110100	53
10001011110101	217
10001011110110	49
10001011110111	161
10001011111000	108
10001011111001	197
10001011111010	108
10001011111011	177
10001011111100	97
10001011111101	198
10001011111110	79
10001011111111	120
10001100000000	202
10001100000001	240
10001100000010	101
10001100000011	205
10001100000100	175
10001100000101	171
10001100000110	153
10001100000111	224
10001100001000	199
10001100001001	324
10001100001010	141
10001100001011	213
10001100001100	246
10001100001101	349
10001100001110	176
10001100001111	161
10001100010000	117
10001100010001	200
10001100010010	73
10001100010011	163
10001100010100	116
10001100010101	259
10001100010110	79
10001100010111	199
10001100011000	165
10001100011001	227
10001100011010	126
10001100011011	227
10001100011100	133
10001100011101	264
10001100011110	100
10001100011111	213
10001100100000	303
10001100100001	277
10001100100010	141
10001100100011	227
10001100100100	247
10001100100101	363
10001100100110	150
10001100100111	194
10001100101000	291
10001100101001	323
10001100101010	180
10001100101011	241
10001100101100	259
10001100101101	306
10001100101110	217
10001100101111	212
10001100110000	155
10001100110001	284
10001100110010	116
10001100110011	170
10001100110100	163
10001100110101	315
10001100110110	77
10001100110111	174
10001100111000	216
10001100111001	313
10001100111010	127
10001100111011	237
10001100111100	187
10001100111101	298
10001100111110	129
10001100111111	191
10001101000000	81
10001101000001	157
10001101000010	66
10001101000011	205
10001101000100	92
10001101000101	239
10001101000110	79
10001101000111	247
10001101001000	102
10001101001001	244
10001101001010	109
10001101001011	181
10001101001100	89
10001101001101	222
10001101001110	93
10001101001111	184
10001101010000	58
10001101010001	194
10001101010010	38
10001101010011	189
10001101010100	50
10001101010101	143
10001101010110	52
10001101010111	139
10001101011000	56
10001101011001	200
10001101011010	39
10001101011011	122
10001101011100	79
10001101011101	218
10001101011110	46
10001101011111	182
10001101100000	113
10001101100001	257
10001101100010	62
10001101100011	207
10001101100100	128
10001101100101	276
10001101100110	67
10001101100111	203
10001101101000	149
10001101101001	230
10001101101010	107
10001101101011	210
10001101101100	142
10001101101101	243
10001101101110	95
10001101101111	158
10001101110000	71
10001101110001	214
10001101110010	60
10001101110011	189
10001101110100	58
10001101110101	241
10001101110110	60
10001101110111	150
10001101111000	102
10001101111001	177
10001101111010	65
10001101111011	208
10001101111100	116
10001101111101	170
10001101111110	53
10001101111111	165
10001110000000	257
10001110000001	253
10001110000010	131
10001110000011	234
10001110000100	268
10001110000101	382
10001110000110	175
10001110000111	256
10001110001000	235
10001110001001	329
10001110001010	144
10001110001011	171
10001110001100	267
10001110001101	341
10001110001110	148
10001110001111	288
10001110010000	129
10001110010001	333
10001110010010	87
10001110010011	207
10001110010100	125
10001110010101	220
10001110010110	95
10001110010111	274
10001110011000	143
10001110011001	272
10001110011010	140
10001110011011	225
10001110011100	171
10001110011101	253
10001110011110	99
10001110011111	221
10001110100000	241
10001110100001	414
10001110100010	125
10001110100011	211
10001110100100	289
10001110100101	385
10001110100110	185
10001110100111	252
10001110101000	245
10001110101001	441
10001110101010	173
10001110101011	246
10001110101100	282
10001110101101	440
10001110101110	161
10001110101111	254
10001110110000	86
10001110110001	305
10001110110010	63
10001110110011	210
10001110110100	203
10001110110101	339
10001110110110	76
10001110110111	208
10001110111000	217
10001110111001	345
10001110111010	108
10001110111011	236
10001110111100	235
10001110111101	303
10001110111110	150
10001110111111	240
10001111000000	116
10001111000001	179
10001111000010	102
10001111000011	187
10001111000100	86
10001111000101	144
10001111000110	104
10001111000111	199
10001111001000	121
10001111001001	202
10001111001010	167
10001111001011	178
10001111001100	121
10001111001101	179
10001111001110	80
10001111001111	141
10001111010000	44
10001111010001	153
10001111010010	47
10001111010011	111
10001111010100	59
10001111010101	173
10001111010110	54
10001111010111	128
10001111011000	50
10001111011001	188
10001111011010	71
10001111011011	200
10001111011100	90
10001111011101	179
10001111011110	78
10001111011111	164
10001111100000	106
10001111100001	177
10001111100010	102
10001111100011	180
10001111100100	117
10001111100101	220
10001111100110	109
10001111100111	189
10001111101000	139
10001111101001	232
10001111101010	82
10001111101011	242
10001111101100	156
10001111101101	206
10001111101110	122
10001111101111	176
10001111110000	71
10001111110001	188
10001111110010	51
10001111110011	144
10001111110100	65
10001111110101	200
10001111110110	72
10001111110111	147
10001111111000	131
10001111111001	162
10001111111010	90
10001111111011	196
10001111111100	125
10001111111101	166
10001111111110	77
10001111111111	190
10010000000000	239
10010000000001	407
10010000000010	177
10010000000011	305
10010000000100	312
10010000000101	465
10010000000110	189
10010000000111	395
10010000001000	348
10010000001001	361
10010000001010	215
10010000001011	279
10010000001100	269
10010000001101	328
10010000001110	205
10010000001111	228
10010000010000	170
10010000010001	370
10010000010010	121
10010000010011	279
10010000010100	195
10010000010101	316
10010000010110	100
10010000010111	274
10010000011000	235
10010000011001	283
10010000011010	178
10010000011011	246
10010000011100	238
10010000011101	401
10010000011110	165
10010000011111	308
10010000100000	394
10010000100001	522
10010000100010	187
10010000100011	325
10010000100100	364
10010000100101	527
10010000100110	221
10010000100111	320
10010000101000	401
10010000101001	493
10010000101010	244
10010000101011	295
10010000101100	404
10010000101101	406
10010000101110	203
10010000101111	228
10010000110000	189
10010000110001	403
10010000110010	137
10010000110011	220
10010000110100	212
10010000110101	369
10010000110110	115
10010000110111	261
10010000111000	305
10010000111001	415
10010000111010	176
10010000111011	333
10010000111100	250
10010000111101	409
10010000111110	219
10010000111111	238
10010001000000	126
10010001000001	346
10010001000010	112
10010001000011	242
10010001000100	144
10010001000101	305
10010001000110	99
10010001000111	199
10010001001000	145
10010001001001	293
10010001001010	136
10010001001011	239
10010001001100	138
10010001001101	221
10010001001110	94
10010001001111	189
10010001010000	63
10010001010001	246
10010001010010	63
10010001010011	200
10010001010100	60
10010001010101	242
10010001010110	56
10010001010111	193
10010001011000	69
10010001011001	281
10010001011010	78
10010001011011	255
10010001011100	130
10010001011101	285
10010001011110	92
10010001011111	241
10010001100000	119
10010001100001	340
10010001100010	116
10010001100011	264
10010001100100	157
10010001100101	347
10010001100110	125
10010001100111	258
10010001101000	194
10010001101001	279
10010001101010	158
10010001101011	237
10010001101100	150
10010001101101	328
10010001101110	111
10010001101111	140
10010001110000	97
10010001110001	269
10010001110010	66
10010001110011	254
10010001110100	103
10010001110101	285
10010001110110	65
10010001110111	296
10010001111000	151
10010001111001	333
10010001111010	134
10010001111011	277
10010001111100	122
10010001111101	268
10010001111110	118
10010001111111	187
10010010000000	283
10010010000001	298
10010010000010	121
10010010000011	263
10010010000100	289
10010010000101	347
10010010000110	135
10010010000111	221
10010010001000	296
10010010001001	291
10010010001010	152
10010010001011	275
10010010001100	213
10010010001101	363
10010010001110	186
10010010001111	247
10010010010000	159
10010010010001	340
10010010010010	83
10010010010011	191
10010010010100	140
10010010010101	214
10010010010110	84
10010010010111	243
10010010011000	196
10010010011001	285
10010010011010	128
10010010011011	228
10010010011100	151
10010010011101	261
10010010011110	148
10010010011111	208
10010010100000	290
10010010100001	469
10010010100010	126
10010010100011	219
10010010100100	280
10010010100101	513
10010010100110	110
10010010100111	281
10010010101000	353
10010010101001	377
10010010101010	197
10010010101011	228
10010010101100	331
10010010101101	369
10010010101110	172
10010010101111	239
10010010110000	194
10010010110001	282
10010010110010	70
10010010110011	227
10010010110100	161
10010010110101	421
10010010110110	89
10010010110111	205
10010010111000	252
10010010111001	483
10010010111010	121
10010010111011	244
10010010111100	210
10010010111101	359
10010010111110	132
10010010111111	245
10010011000000	121
10010011000001	181
10010011000010	88
10010011000011	190
10010011000100	141
10010011000101	200
10010011000110	95
10010011000111	199
10010011001000	114
10010011001001	232
10010011001010	90
10010011001011	180
10010011001100	110
10010011001101	206
10010011001110	100
10010011001111	166
10010011010000	44
10010011010001	157
10010011010010	44
10010011010011	155
10010011010100	59
10010011010101	140
10010011010110	61
10010011010111	143
10010011011000	68
10010011011001	188
10010011011010	83
10010011011011	174
10010011011100	85
10010011011101	178
10010011011110	66
10010011011111	214
10010011100000	149
10010011100001	327
10010011100010	103
10010011100011	161
10010011100100	133
10010011100101	204
10010011100110	130
10010011100111	221
10010011101000	115
10010011101001	320
10010011101010	98
10010011101011	225
10010011101100	162
10010011101101	315
10010011101110	85
10010011101111	191
10010011110000	90
10010011110001	195
10010011110010	74
10010011110011	111
10010011110100	79
10010011110101	195
10010011110110	56
10010011110111	175
10010011111000	82
10010011111001	228
10010011111010	94
10010011111011	200
10010011111100	104
10010011111101	192
10010011111110	74
10010011111111	125
10010100000000	239
10010100000001	240
10010100000010	174
10010100000011	238
10010100000100	267
10010100000101	450
10010100000110	226
10010100000111	310
10010100001000	313
10010100001001	352
10010100001010	196
10010100001011	317
10010100001100	330
10010100001101	253
10010100001110	204
10010100001111	200
10010100010000	120
10010100010001	271
10010100010010	118
10010100010011	166
10010100010100	118
10010100010101	336
10010100010110	97
10010100010111	237
10010100011000	175
10010100011001	279
10010100011010	128
10010100011011	255
10010100011100	215
10010100011101	403
10010100011110	118
10010100011111	248
10010100100000	398
10010100100001	462
10010100100010	205
10010100100011	295
10010100100100	333
10010100100101	498
10010100100110	170
10010100100111	302
10010100101000	367
10010100101001	545
10010100101010	188
10010100101011	357
10010100101100	326
10010100101101	448
10010100101110	181
10010100101111	258
10010100110000	165
10010100110001	374
10010100110010	86
10010100110011	202
10010100110100	172
10010100110101	401
10010100110110	98
10010100110111	255
10010100111000	234
10010100111001	520
10010100111010	205
10010100111011	220
10010100111100	188
10010100111101	410
10010100111110	166
10010100111111	176
10010101000000	142
10010101000001	307
10010101000010	81
10010101000011	253
10010101000100	99
10010101000101	398
10010101000110	110
10010101000111	230
10010101001000	133
10010101001001	209
10010101001010	80
10010101001011	277
10010101001100	130
10010101001101	285
10010101001110	103
10010101001111	154
10010101010000	69
10010101010001	237
10010101010010	64
10010101010011	216
10010101010100	50
10010101010101	257
10010101010110	73
10010101010111	167
10010101011000	89
10010101011001	182
10010101011010	75
10010101011011	181
10010101011100	100
10010101011101	256
10010101011110	81
10010101011111	211
10010101100000	153
10010101100001	331
10010101100010	98
10010101100011	203
10010101100100	202
10010101100101	380
10010101100110	109
10010101100111	257
10010101101000	190
10010101101001	362
10010101101010	93
10010101101011	203
10010101101100	168
10010101101101	271
10010101101110	111
10010101101111	198
10010101110000	98
10010101110001	373
10010101110010	66
10010101110011	208
10010101110100	115
10010101110101	248
10010101110110	92
10010101110111	194
10010101111000	119
10010101111001	289
10010101111010	93
10010101111011	222
10010101111100	143
10010101111101	389
10010101111110	114
10010101111111	206
10010110000000	223
10010110000001	521
10010110000010	191
10010110000011	308
10010110000100	353
10010110000101	567
10010110000110	184
10010110000111	281
10010110001000	331
10010110001001	379
10010110001010	181
10010110001011	323
10010110001100	251
10010110001101	447
10010110001110	228
10010110001111	252
10010110010000	161
10010110010001	304
10010110010010	100
10010110010011	222
10010110010100	178
10010110010101	395
10010110010110	110
10010110010111	244
10010110011000	261
10010110011001	403
10010110011010	146
10010110011011	274
10010110011100	175
10010110011101	256
10010110011110	157
10010110011111	224
10010110100000	275
10010110100001	433
10010110100010	213
10010110100011	337
10010110100100	362
10010110100101	417
10010110100110	170
10010110100111	351
10010110101000	447
10010110101001	510
10010110101010	212
10010110101011	326
10010110101100	335
10010110101101	412
10010110101110	175
10010110101111	208
10010110110000	207
10010110110001	322
10010110110010	114
10010110110011	295
10010110110100	186
10010110110101	409
10010110110110	107
10010110110111	233
10010110111000	291
10010110111001	340
10010110111010	160
10010110111011	248
10010110111100	261
10010110111101	413
10010110111110	168
10010110111111	220
10010111000000	115
10010111000001	249
10010111000010	100
10010111000011	228
10010111000100	158
10010111000101	217
10010111000110	110
10010111000111	268
10010111001000	137
10010111001001	246
10010111001010	118
10010111001011	155
10010111001100	136
10010111001101	286
10010111001110	86
10010111001111	201
10010111010000	90
10010111010001	211
10010111010010	71
10010111010011	169
10010111010100	46
10010111010101	219
10010111010110	81
10010111010111	234
10010111011000	75
10010111011001	279
10010111011010	83
10010111011011	199
10010111011100	81
10010111011101	247
10010111011110	81
10010111011111	207
10010111100000	157
10010111100001	349
10010111100010	119
10010111100011	213
10010111100100	225
10010111100101	284
10010111100110	111
10010111100111	233
10010111101000	174
10010111101001	307
10010111101010	146
10010111101011	251
10010111101100	160
10010111101101	301
10010111101110	132
10010111101111	200
10010111110000	86
10010111110001	222
10010111110010	79
10010111110011	189
10010111110100	86
10010111110101	279
10010111110110	64
10010111110111	267
10010111111000	117
10010111111001	246
10010111111010	108
10010111111011	214
10010111111100	158
10010111111101	192
10010111111110	101
10010111111111	241
10011000000000	205
10011000000001	235
10011000000010	156
10011000000011	188
10011000000100	204
10011000000101	285
10011000000110	142
10011000000111	179
10011000001000	219
10011000001001	232
10011000001010	187
10011000001011	205
10011000001100	220
10011000001101	276
10011000001110	162
10011000001111	152
10011000010000	86
10011000010001	153
10011000010010	92
10011000010011	212
10011000010100	111
10011000010101	196
10011000010110	57
10011000010111	206
10011000011000	175
10011000011001	271
